Root,Serial,Word,Guideword,Level,part_of_speech,Topic
-,000000,show,MAKE SEEN,A1,verb,people: actions
-,000000,shower,WASH,A1,noun,people: actions
-,000000,shower,BATHROOM EQUIPMENT,A1,noun,buildings
-,000000,sing,-,A1,verb,"arts and media, people: actions"
-,000000,sister,-,A1,noun,relationships
-,000000,sit,BODY POSITION,A1,verb,-
-,000000,six,-,A1,number,-
-,000000,sixteen,-,A1,number,-
-,000000,skirt,-,A1,noun,clothes
-,000000,sleep,NOT AWAKE,A1,verb,-
-,000000,slim,THIN,A1,adjective,people: appearance
-,000000,slow,NOT FAST,A1,adjective,-
-,000000,small,YOUNG,A1,adjective,people: appearance
-,000000,small,LITTLE,A1,adjective,describing things
-,000000,smoke,-,A1,verb,people: actions
-,000000,smoking,-,A1,noun,people: actions
-,000000,snow,-,A1,noun,natural world
-,000000,some,UNKNOWN AMOUNT,A1,determiner,describing things
-,000000,some,UNKNOWN AMOUNT,A1,pronoun,describing things
-,000000,some,NOT ALL,A1,pronoun,describing things
-,000000,something,THING,A1,pronoun,describing things
-,000000,sometimes,-,A1,adverb,-
-,000000,son,-,A1,noun,relationships
-,000000,see you soon,-,A1,phrase,communication
-,000000,sorry,APOLOGY,A1,adjective,communication
-,000000,soup,-,A1,noun,food and drink
-,000000,speak,SAY WORDS,A1,verb,communication
-,000000,speak,LANGUAGE,A1,verb,communication
-,000000,sport,GAME,A1,noun,shopping
-,000000,sport,PHYSICAL ACTIVITY,A1,noun,shopping
-,000000,start,BEGIN,A1,verb,people: actions
-,000000,station,TRAINS,A1,noun,"buildings, travel"
-,000000,stay,NOT LEAVE,A1,verb,-
-,000000,stop,FINISH,A1,verb,people: actions
-,000000,stop,PLACE,A1,noun,travel
-,000000,street,-,A1,noun,travel
-,000000,Street,-,A1,phrase,-
-,000000,student,-,A1,noun,education
-,000000,study,UNIVERSITY/SCHOOL,A1,verb,"education, people: actions"
-,000000,subject,STUDY,A1,noun,education
-,000000,sugar,-,A1,noun,food and drink
-,000000,summer,-,A1,noun,natural world
-,000000,sun,-,A1,noun,natural world
-,000000,Sunday,-,A1,noun,-
-,000000,supermarket,-,A1,noun,"buildings, shopping"
-,000000,sweet,TASTE,A1,adjective,food and drink
-,000000,swim,-,A1,verb,"people: actions, shopping"
-,000000,swimming pool,-,A1,noun,"buildings, shopping"
-,000000,table,FURNITURE,A1,noun,buildings
-,000000,take,CARRY,A1,verb,people: actions
-,000000,take a picture/photo(graph),-,A1,phrase,people: actions
-,000000,take,GO WITH SOMEONE,A1,verb,people: actions
-,000000,talk,SAY,A1,verb,communication
-,000000,tall,GREATER HEIGHT,A1,adjective,"describing things, people: appearance"
-,000000,taxi,-,A1,noun,travel
-,000000,tea,DRINK,A1,noun,food and drink
-,000000,teach,GIVE LESSONS,A1,verb,"education, people: actions"
-,000000,teacher,-,A1,noun,"education, work"
-,000000,television,EQUIPMENT,A1,noun,"arts and media, technology"
-,000000,television,PROGRAMMES,A1,noun,arts and media
-,000000,tell,SPEAK,A1,verb,communication
-,000000,ten,-,A1,number,-
-,000000,tennis,-,A1,noun,shopping
-,000000,test,EXAM,A1,noun,education
-,000000,than,COMPARING,A1,preposition,-
-,000000,thanks,THANK YOU,A1,exclamation,communication
-,000000,thank you,GRATEFUL,A1,exclamation,communication
-,000000,that,ALREADY MENTIONED,A1,determiner,-
-,000000,that,CAN BE SEEN,A1,determiner,-
-,000000,that,CAN BE SEEN,A1,pronoun,-
-,000000,that,ALREADY MENTIONED,A1,pronoun,-
-,000000,the,ONLY ONE,A1,determiner,-
-,000000,the,PARTICULAR,A1,determiner,-
-,000000,the,PLACE,A1,determiner,-
-,000000,their,BELONGING TO GROUP,A1,determiner,-
-,000000,them,GROUP,A1,pronoun,-
-,000000,then,AT THAT TIME,A1,adverb,-
-,000000,then,NEXT,A1,adverb,-
-,000000,there,DIRECTION,A1,adverb,-
-,000000,"There is/are/was, etc.",-,A1,phrase,-
-,000000,there,PLACE,A1,adverb,-
-,000000,these,-,A1,determiner,-
-,000000,they,GROUP,A1,pronoun,-
-,000000,things,-,A1,phrase,-
-,000000,thing,OBJECT,A1,noun,-
-,000000,think,BELIEVE TO BE TRUE,A1,verb,people: personality
-,000000,think,OPINION,A1,verb,people: personality
-,000000,thirteen,-,A1,number,-
-,000000,this,ALREADY MENTIONED,A1,determiner,-
-,000000,this,CAN BE SEEN,A1,determiner,-
-,000000,this,TIME,A1,determiner,-
-,000000,those,-,A1,determiner,-
-,000000,three,-,A1,number,-
-,000000,Thursday,-,A1,noun,-
-,000000,ticket,-,A1,noun,"money, travel"
-,000000,time,PARTICULAR POINT,A1,noun,-
-,000000,tired,WANTING REST,A1,adjective,people: personality
-,000000,to,INFINITIVE,A1,preposition,-
-,000000,to,TELLING THE TIME,A1,preposition,-
-,000000,to,PLACE,A1,preposition,describing things
-,000000,today,THIS DAY,A1,adverb,-
-,000000,today,THIS DAY,A1,noun,-
-,000000,together,WITH EACH OTHER,A1,adverb,relationships
-,000000,toilet,CONTAINER,A1,noun,buildings
-,000000,tomato,-,A1,noun,food and drink
-,000000,tomorrow,DAY AFTER TODAY,A1,noun,-
-,000000,tomorrow,-,A1,adverb,-
-,000000,tonight,-,A1,adverb,-
-,000000,too,ALSO,A1,adverb,-
-,000000,"too small/hard/much, etc.",-,A1,phrase,describing things
-,000000,tooth,IN MOUTH,A1,noun,body and health
-,000000,town,PLACE PEOPLE LIVE/WORK,A1,noun,natural world
-,000000,train,VEHICLE,A1,noun,travel
-,000000,travel,MAKE JOURNEY,A1,verb,"people: actions, travel"
-,000000,tree,-,A1,noun,natural world
-,000000,trousers,-,A1,noun,clothes
-,000000,T-shirt,-,A1,noun,clothes
-,000000,Tuesday,-,A1,noun,-
-,000000,TV,-,A1,noun,"arts and media, technology"
-,000000,twenty,NUMBER,A1,number,-
-,000000,twelve,-,A1,number,-
-,000000,two,NUMBER,A1,number,-
-,000000,under,LOWER POSITION,A1,preposition,describing things
-,000000,understand,KNOW MEANING,A1,verb,-
-,000000,university,-,A1,noun,education
-,000000,until,TIME,A1,preposition,-
-,000000,up,VERTICAL,A1,adverb,-
-,000000,us,-,A1,pronoun,-
-,000000,use,PURPOSE,A1,verb,people: actions
-,000000,vegetable,-,A1,noun,food and drink
-,000000,very,EMPHASIS,A1,adverb,communication
-,000000,"not very good/tall/happy, etc.",-,A1,phrase,-
-,000000,very much,-,A1,phrase,describing things
-,000000,village,-,A1,noun,natural world
-,000000,visit,SEE A PERSON,A1,verb,people: actions
-,000000,visit,SEE A PLACE,A1,verb,"people: actions, travel"
-,000000,wait,STAY,A1,verb,people: actions
-,000000,waiter,-,A1,noun,"food and drink, work"
-,000000,waitress,-,A1,noun,"food and drink, work"
-,000000,walk,-,A1,verb,people: actions
-,000000,wake (sb) up or wake up (sb),-,A1,phrasal verb,people: actions
-,000000,wall,-,A1,noun,buildings
-,000000,want,-,A1,verb,people: personality
-,000000,warm,TEMPERATURE,A1,adjective,natural world
-,000000,wash,CLEAN BODY,A1,verb,people: actions
-,000000,wash,CLEAN THING,A1,verb,people: actions
-,000000,watch,LOOK AT,A1,verb,people: actions
-,000000,watch,-,A1,noun,clothes
-,000000,water,LIQUID,A1,noun,natural world
-,000000,we,GROUP,A1,pronoun,-
-,000000,wear,CLOTHES,A1,verb,clothes
-,000000,weather,"WIND, RAIN, ETC.",A1,noun,natural world
-,000000,website,-,A1,noun,technology
-,000000,Wednesday,-,A1,noun,-
-,000000,week,MONDAY TO FRIDAY,A1,noun,-
-,000000,week,SEVEN DAYS,A1,noun,-
-,000000,weekend,-,A1,noun,-
-,000000,well,IN A GOOD WAY,A1,adverb,-
-,000000,Well done!,-,A1,phrase,communication
-,000000,as well,-,A1,phrase,-
-,000000,well,HEALTHY,A1,adjective,body and health
-,000000,well,EXPRESSING DOUBT,A1,exclamation,communication
-,000000,what,QUESTION,A1,pronoun,-
-,000000,what,QUESTION,A1,determiner,-
-,000000,when,-,A1,adverb,-
-,000000,where,-,A1,adverb,-
-,000000,which,-,A1,determiner,-
-,000000,white,COLOUR,A1,adjective,describing things
-,000000,who,NAME,A1,pronoun,-
-,000000,why,ASK ABOUT REASON,A1,adverb,-
-,000000,wife,-,A1,noun,relationships
-,000000,will,ABLE/WILLING,A1,modal verb,-
-,000000,wind,-,A1,noun,natural world
-,000000,window,GLASS,A1,noun,buildings
-,000000,wine,-,A1,noun,food and drink
-,000000,winter,-,A1,noun,natural world
-,000000,with,TOGETHER,A1,preposition,-
-,000000,with,HAVING,A1,preposition,describing things
-,000000,woman,-,A1,noun,people: appearance
-,000000,word,LANGUAGE UNIT,A1,noun,communication
-,000000,work,PLACE,A1,noun,work
-,000000,work,JOB,A1,noun,work
-,000000,work,DO JOB,A1,verb,"people: actions, work"
-,000000,world,THE EARTH,A1,noun,natural world
-,000000,Don't worry (about sth),-,A1,phrase,communication
-,000000,would like sth/to do sth,-,A1,phrase,communication
-,000000,Would you like ...?,-,A1,phrase,communication
-,000000,write,PRODUCE,A1,verb,"communication, people: actions"
-,000000,writing,SKILL,A1,noun,communication
-,000000,wrong,NOT CORRECT,A1,adjective,-
-,000000,year,TWELVE MONTHS,A1,noun,-
-,000000,be ... years old,-,A1,phrase,people: appearance
-,000000,yellow,-,A1,adjective,describing things
-,000000,yes,ANSWER,A1,adverb,communication
-,000000,yes,AGREE,A1,adverb,communication
-,000000,yesterday,-,A1,adverb,-
-,000000,you,PERSON/PEOPLE ADDRESSED,A1,pronoun,-
-,000000,young,-,A1,adjective,people: appearance
-,000000,your,PERSON/PEOPLE ADDRESSED,A1,determiner,-
-,000000,zoo,-,A1,noun,animals
-,000000,a,AMOUNTS,A2,determiner,-
-,000000,a,AN ACTION,A2,determiner,-
-,000000,a,TWO NOUNS,A2,determiner,-
-,000000,a,UNIT,A2,determiner,-
-,000000,a,WITH FRACTION,A2,determiner,-
-,000000,a,PERIOD OF TIME,A2,determiner,-
-,000000,be able to do sth ,-,A2,phrase,-
-,000000,How/What about ...?,SUGGESTION,A2,phrase,communication
-,000000,above,MORE,A2,adverb,describing things
-,000000,accident,BAD EVENT,A2,noun,body and health
-,000000,across,-,A2,adverb,describing things
-,000000,across,-,A2,preposition,describing things
-,000000,activity,EVENT,A2,noun,"people: actions, shopping"
-,000000,actor,-,A2,noun,"arts and media, work"
-,000000,actually,TRUTH,A2,adverb,communication
-,000000,add,PUT WITH,A2,verb,people: actions
-,000000,add,CALCULATE,A2,verb,people: actions
-,000000,adjective,-,A2,noun,-
-,000000,adult,FOR ADULTS,A2,adjective,-
-,000000,advanced,HIGHER LEVEL,A2,adjective,describing things
-,000000,adventure,-,A2,noun,travel
-,000000,adverb,-,A2,noun,-
-,000000,advertisement,-,A2,noun,arts and media
-,000000,advice,-,A2,noun,communication
-,000000,aeroplane,-,A2,noun,travel
-,000000,I'm afraid...,-,A2,phrase,communication
-,000000,afraid,FEAR,A2,adjective,people: personality
-,000000,after,PAST A PLACE,A2,preposition,describing things
-,000000,after,ORDER,A2,preposition,describing things
-,000000,after,-,A2,adverb,-
-,000000,afterwards,-,A2,adverb,-
-,000000,again,AS BEFORE,A2,adverb,-
-,000000,against,COMPETING,A2,preposition,-
-,000000,against,TOUCHING,A2,preposition,describing things
-,000000,aged,-,A2,adjective,people: appearance
-,000000,ago,-,A2,adverb,-
-,000000,agree,SAME OPINION,A2,verb,communication
-,000000,air,AIRCRAFT,A2,noun,travel
-,000000,air,GAS,A2,noun,natural world
-,000000,airport,-,A2,noun,travel
-,000000,alarm clock,-,A2,noun,-
-,000000,album,MUSIC,A2,noun,arts and media
-,000000,album,BOOK,A2,noun,-
-,000000,alcohol,-,A2,noun,food and drink
-,000000,all,WHOLE AMOUNT,A2,determiner,-
-,000000,all the best,-,A2,phrase,communication
-,000000,all sorts of sth,-,A2,phrase,-
-,000000,all the time,-,A2,phrase,-
-,000000,all,COMPLETELY,A2,adverb,-
-,000000,all over somewhere,-,A2,phrase,-
-,000000,all right,WELL,A2,adjective,body and health
-,000000,all right,PERMISSION,A2,adjective,-
-,000000,that's all right,-,A2,phrase,communication
-,000000,almost,-,A2,adverb,-
-,000000,alone,WITHOUT PEOPLE,A2,adjective,-
-,000000,along,DIRECTION,A2,preposition,-
-,000000,already,BEFORE NOW,A2,adverb,-
-,000000,alright,WELL,A2,adjective,body and health
-,000000,alright,WITHOUT PROBLEMS,A2,adjective,-
-,000000,alright,PERMISSION,A2,adjective,-
-,000000,that's alright,-,A2,phrase,communication
-,000000,always,UNTIL NOW,A2,adverb,-
-,000000,always,FOREVER,A2,adverb,-
-,000000,amazing,GOOD,A2,adjective,describing things
-,000000,ambulance,-,A2,noun,"body and health, travel"
-,000000,among,IN A GROUP,A2,preposition,-
-,000000,and,AFTER VERB,A2,conjunction,communication
-,000000,and so on,-,A2,phrase,describing things
-,000000,angry,-,A2,adjective,people: personality
-,000000,another,ADDITIONAL,A2,determiner,describing things
-,000000,another,DIFFERENT,A2,determiner,-
-,000000,answer,TEST,A2,noun,-
-,000000,answer,DOOR/TELEPHONE,A2,noun,communication
-,000000,answer,DOOR/PHONE,A2,verb,communication
-,000000,any more,-,A2,phrase,-
-,000000,anybody,IN QUESTIONS/NEGATIVES,A2,pronoun,-
-,000000,anyone,IN QUESTIONS/NEGATIVES,A2,pronoun,-
-,000000,anymore,-,A2,adverb,-
-,000000,anyway,DESPITE,A2,adverb,communication
-,000000,anyway,CHANGE SUBJECT,A2,adverb,communication
-,000000,anywhere,IN QUESTIONS/NEGATIVES,A2,adverb,-
-,000000,anywhere,ANY PLACE,A2,adverb,describing things
-,000000,apartment,-,A2,noun,buildings
-,000000,appointment,-,A2,noun,"body and health, communication, work"
-,000000,area,REGION,A2,noun,natural world
-,000000,armchair,-,A2,noun,buildings
-,000000,around,IN A CIRCLE/CIRCULAR MOVEMENT,A2,preposition,describing things
-,000000,around,TO OR IN A PLACE,A2,preposition,describing things
-,000000,around,TO/IN A PLACE,A2,adverb,describing things
-,000000,around,APPROXIMATELY,A2,preposition,describing things
-,000000,arrive,REACH A PLACE,A2,verb,"people: actions, travel"
-,000000,art,"PAINTINGS/DRAWINGS, ETC.",A2,noun,arts and media
-,000000,artist,-,A2,noun,"arts and media, work"
-,000000,as well as,-,A2,phrase,-
-,000000,as,USE,A2,adverb,-
-,000000,"as much/quickly/soon, etc. as possible",-,A2,phrase,-
-,000000,as ... as,-,A2,phrase,-
-,000000,as usual,-,A2,phrase,-
-,000000,as,BECAUSE,A2,conjunction,communication
-,000000,ask,INVITE,A2,verb,communication
-,000000,a sales/shop assistant,-,A2,phrase,"shopping, work"
-,000000,at,CAUSE,A2,preposition,communication
-,000000,at least,-,A2,phrase,describing things
-,000000,attractive,BEAUTIFUL,A2,adjective,people: appearance
-,000000,aunt,-,A2,noun,relationships
-,000000,autumn,-,A2,noun,natural world
-,000000,available,NOT BUSY,A2,adjective,-
-,000000,available,ABLE TO GET,A2,adjective,shopping
-,000000,away,DISTANCE FROM,A2,adverb,describing things
-,000000,away,SOMEWHERE ELSE,A2,adverb,-
-,000000,awesome,GOOD,A2,adjective,describing things
-,000000,baby,ANIMAL,A2,noun,animals
-,000000,back,REPLY,A2,adverb,communication
-,000000,the back,-,A2,phrase,describing things
-,000000,back,BODY,A2,noun,body and health
-,000000,back,AT BACK,A2,adjective,describing things
-,000000,bad,LOW QUALITY,A2,adjective,describing things
-,000000,not (too) bad,-,A2,phrase,describing things
-,000000,be bad for sb/sth ,-,A2,phrase,describing things
-,000000,badly,LOW QUALITY,A2,adverb,describing things
-,000000,badly,VERY SERIOUSLY,A2,adverb,communication
-,000000,badly,VERY MUCH,A2,adverb,communication
-,000000,badminton,-,A2,noun,shopping
-,000000,bake,-,A2,verb,food and drink
-,000000,balloon,-,A2,noun,-
-,000000,barbecue,PARTY,A2,noun,food and drink
-,000000,barbecue,EQUIPMENT,A2,noun,"food and drink, buildings"
-,000000,baseball,-,A2,noun,shopping
-,000000,bat,STICK,A2,noun,shopping
-,000000,battery,-,A2,noun,"technology, travel"
-,000000,have/has been to,-,A2,phrase,-
-,000000,be,CONTINUE,A2,auxiliary verb,-
-,000000,be,PASSIVE,A2,auxiliary verb,-
-,000000,bean,-,A2,noun,food and drink
-,000000,bear,-,A2,noun,animals
-,000000,"become available/rich/a writer, etc.",-,A2,phrase,-
-,000000,before,PLACE,A2,preposition,describing things
-,000000,before,EARLIER,A2,conjunction,-
-,000000,before,-,A2,adverb,-
-,000000,begin,START TO DO,A2,verb,-
-,000000,beginner,-,A2,noun,people: personality
-,000000,beginning,-,A2,noun,-
-,000000,believe,TRUE,A2,verb,people: personality
-,000000,believe,THINK,A2,verb,-
-,000000,belong to sb ,-,A2,phrasal verb,-
-,000000,belt,CLOTHING,A2,noun,clothes
-,000000,beside,NEXT TO,A2,preposition,describing things
-,000000,best wishes,-,A2,phrase,-
-,000000,all the best,-,A2,phrase,communication
-,000000,better,COMPARATIVE,A2,adverb,-
-,000000,"I/you/he, etc. had better do sth ",-,A2,phrase,-
-,000000,between,CONNECT,A2,preposition,-
-,000000,between,AMOUNT,A2,preposition,describing things
-,000000,between,SEPARATE,A2,preposition,-
-,000000,bicycle,-,A2,noun,travel
-,000000,your big brother/sister,-,A2,phrase,relationships
-,000000,big,IMPORTANT,A2,adjective,describing things
-,000000,bike,BICYCLE,A2,noun,travel
-,000000,bill,-,A2,noun,"money, shopping"
-,000000,biology,-,A2,noun,"animals, education"
-,000000,bit,SMALL AMOUNT,A2,noun,people: personality
-,000000,a bit,-,A2,phrase,describing things
-,000000,black,PEOPLE,A2,adjective,people: appearance
-,000000,blackboard,-,A2,noun,education
-,000000,black,-,A2,noun,describing things
-,000000,blanket,FOR BED,A2,noun,buildings
-,000000,blonde,-,A2,adjective,people: appearance
-,000000,blood,RED LIQUID,A2,noun,body and health
-,000000,blue,-,A2,noun,describing things
-,000000,board,INFORMATION,A2,noun,buildings
-,000000,board,GAMES,A2,noun,shopping
-,000000,board game,-,A2,noun,shopping
-,000000,body,DEAD,A2,noun,-
-,000000,boil,HEAT LIQUID,A2,verb,natural world
-,000000,boiled,-,A2,adjective,food and drink
-,000000,book,-,A2,verb,travel
-,000000,bookcase,-,A2,noun,buildings
-,000000,bookshop,-,A2,noun,shopping
-,000000,bookshelf,-,A2,noun,buildings
-,000000,boot,SHOE,A2,noun,clothes
-,000000,be born,-,A2,phrase,body and health
-,000000,borrow,GET,A2,verb,money
-,000000,boss,-,A2,noun,work
-,000000,bother,ANNOY,A2,verb,people: personality
-,000000,bottle,-,A2,noun,food and drink
-,000000,bottom,LOWEST POSITION,A2,noun,-
-,000000,bottom,FLAT SURFACE,A2,noun,-
-,000000,bowl,-,A2,noun,food and drink
-,000000,box,SQUARE SPACE,A2,noun,-
-,000000,boyfriend,-,A2,noun,relationships
-,000000,brain,IN HEAD,A2,noun,body and health
-,000000,break,SEPARATE,A2,verb,-
-,000000,break,NOT WORK,A2,verb,-
-,000000,"break your arm/leg, etc.",-,A2,phrase,body and health
-,000000,break,STOP,A2,noun,-
-,000000,bridge,STRUCTURE,A2,noun,-
-,000000,bright,COLOUR,A2,adjective,describing things
-,000000,brilliant,VERY GOOD,A2,adjective,describing things
-,000000,bring,TAKE WITH YOU,A2,verb,people: actions
-,000000,bring back sth or bring sth back,-,A2,phrasal verb,people: actions
-,000000,"a broken arm/leg, etc.",-,A2,phrase,body and health
-,000000,broken,DAMAGED,A2,adjective,describing things
-,000000,broken,NOT WORKING,A2,adjective,technology
-,000000,brown,-,A2,noun,describing things
